FILENAME;PID;FILEEXTENSION;MIMETYPE;LABEL;NOTE
138645slpm B1 Allegro.mp3;11148825;mp3;audio/mpeg;B1 Allegro;Mozart, Wolfgang Amadeus: Konzert für Klavier und Orchester Nr. 23 A-dur KV 488, Konzert für Klavier und Orchester Nr. 24 c-moll KV 491, Wilhelm Kempff, Piano ; Bamberger Sinfoniker ; Dirigent: Ferdinand Leitner / B1 Allegro
138645slpm B2 Larghetto.mp3;11148826;mp3;audio/mpeg;B2 Larghetto;Mozart, Wolfgang Amadeus: Konzert für Klavier und Orchester Nr. 23 A-dur KV 488, Konzert für Klavier und Orchester Nr. 24 c-moll KV 491, Wilhelm Kempff, Piano ; Bamberger Sinfoniker ; Dirigent: Ferdinand Leitner / B2 Larghetto
138645slpm B3 Allegretto.mp3;11148827;mp3;audio/mpeg;B3 Allegretto;Mozart, Wolfgang Amadeus: Konzert für Klavier und Orchester Nr. 23 A-dur KV 488, Konzert für Klavier und Orchester Nr. 24 c-moll KV 491, Wilhelm Kempff, Piano ; Bamberger Sinfoniker ; Dirigent: Ferdinand Leitner / B3 Allegretto
138677slpm_05.mp3;11096749;mp3;audio/mpeg;A1 Largo;Oistrach, David:: Bach-Sonaten Nr. 5 f-moll, BWV 1018, Nr. 6 G-dur, BWV 1019, Hans Pischner, Cembalo / A1 Largo
138677slpm_06.mp3;11096750;mp3;audio/mpeg;A2 Allegro;Oistrach, David:: Bach-Sonaten Nr. 5 f-moll, BWV 1018, Nr. 6 G-dur, BWV 1019, Hans Pischner, Cembalo / A2 Allegro
138677slpm_07.mp3;11096751;mp3;audio/mpeg;A3 Adagio;Oistrach, David:: Bach-Sonaten Nr. 5 f-moll, BWV 1018, Nr. 6 G-dur, BWV 1019, Hans Pischner, Cembalo / A3 Adagio
138677slpm_08.mp3;11096752;mp3;audio/mpeg;A4 Vivace;Oistrach, David:: Bach-Sonaten Nr. 5 f-moll, BWV 1018, Nr. 6 G-dur, BWV 1019, Hans Pischner, Cembalo / A4 Vivace
138677slpm_09.mp3;11096753;mp3;audio/mpeg;B1 Allegro;Oistrach, David:: Bach-Sonaten Nr. 5 f-moll, BWV 1018, Nr. 6 G-dur, BWV 1019, Hans Pischner, Cembalo / B1 Allegro
138677slpm_10.mp3;11096754;mp3;audio/mpeg;B2 Largo;Oistrach, David:: Bach-Sonaten Nr. 5 f-moll, BWV 1018, Nr. 6 G-dur, BWV 1019, Hans Pischner, Cembalo / B2 Largo
138677slpm_11.mp3;11096755;mp3;audio/mpeg;B3 Allegro (Cembalo solo);Oistrach, David:: Bach-Sonaten Nr. 5 f-moll, BWV 1018, Nr. 6 G-dur, BWV 1019, Hans Pischner, Cembalo / B3 Allegro (Cembalo solo)
138677slpm_12.mp3;11096756;mp3;audio/mpeg;B4 Adagio;Oistrach, David:: Bach-Sonaten Nr. 5 f-moll, BWV 1018, Nr. 6 G-dur, BWV 1019, Hans Pischner, Cembalo / B4 Adagio
138677slpm_13.mp3;11096757;mp3;audio/mpeg;B5 Allegro;Oistrach, David:: Bach-Sonaten Nr. 5 f-moll, BWV 1018, Nr. 6 G-dur, BWV 1019, Hans Pischner, Cembalo / B5 Allegro
138804SLPM_05.mp3;11017123;mp3;audio/mpeg;A1 Allegro con brio;Beethoven, Ludwig van: Symphonie Nr. 5 c-moll Op. 67 / Berliner Philharmoniker, Herbert von Karajan / A1 Allegro con brio
138804SLPM_06.mp3;11017124;mp3;audio/mpeg;A2 Allegro con moto;Beethoven, Ludwig van: Symphonie Nr. 5 c-moll Op. 67 / Berliner Philharmoniker, Herbert von Karajan / A2 Allegro con moto
138804SLPM_07.mp3;11017125;mp3;audio/mpeg;B1 Allegro attacca;Beethoven, Ludwig van: Symphonie Nr. 5 c-moll Op. 67 / Berliner Philharmoniker, Herbert von Karajan / B1 Allegro attacca
138804SLPM_08.mp3;11017126;mp3;audio/mpeg;B2 Allegro;Beethoven, Ludwig van: Symphonie Nr. 5 c-moll Op. 67 / Berliner Philharmoniker, Herbert von Karajan / B2 Allegro
138822_05.mp3;11926632;mp3;audio/mpeg;A1: Allegro non troppo e molto maestoso - Allegro con spirito;Tschaikowski, Peter I. ; Karajan, Herbert von: Klavierkonzert Nr. 1 in b-Moll / A1: Allegro non troppo e molto maestoso - Allegro con spirito
138822_06.mp3;11926633;mp3;audio/mpeg;B1: Andantino semplice - Prestissimo - Tempo I attacca;Tschaikowski, Peter I. ; Karajan, Herbert von: Klavierkonzert Nr. 1 in b-Moll / B1: Andantino semplice - Prestissimo - Tempo I attacca
138822_07.mp3;11926634;mp3;audio/mpeg;B2: Allegro con fuoco;Tschaikowski, Peter I. ; Karajan, Herbert von: Klavierkonzert Nr. 1 in b-Moll / B2: Allegro con fuoco
14045apm_07.mp3;11193084;mp3;audio/mpeg;A1 Vezzosi augelli;Maurenzio, Luca: 6 Madrigale. Carlo Gesualdo da Venosa: 6 Madrigale. - (Archiv Produktion des musikhistorischen Studios der Deutschen Grammophon Gesellschaft, IV. Forschungsbereich Hochrenaissance, Serie D: Italienische Gesellschaftskunst) / A1 Vezzosi augelli
14045apm_08.mp3;11193085;mp3;audio/mpeg;A2 Ahi, dispietata morte;Maurenzio, Luca: 6 Madrigale. Carlo Gesualdo da Venosa: 6 Madrigale. - (Archiv Produktion des musikhistorischen Studios der Deutschen Grammophon Gesellschaft, IV. Forschungsbereich Hochrenaissance, Serie D: Italienische Gesellschaftskunst) / A2 Ahi, dispietata morte
14045apm_09.mp3;11193086;mp3;audio/mpeg;A3 Zefiro torna;Maurenzio, Luca: 6 Madrigale. Carlo Gesualdo da Venosa: 6 Madrigale. - (Archiv Produktion des musikhistorischen Studios der Deutschen Grammophon Gesellschaft, IV. Forschungsbereich Hochrenaissance, Serie D: Italienische Gesellschaftskunst) / A3 Zefiro torna
14045apm_10.mp3;11193087;mp3;audio/mpeg;A4 Ecco piú mai bella;Maurenzio, Luca: 6 Madrigale. Carlo Gesualdo da Venosa: 6 Madrigale. - (Archiv Produktion des musikhistorischen Studios der Deutschen Grammophon Gesellschaft, IV. Forschungsbereich Hochrenaissance, Serie D: Italienische Gesellschaftskunst) / A4 Ecco piú mai bella
14045apm_11.mp3;11193088;mp3;audio/mpeg;A5 Scaldava il sol;Maurenzio, Luca: 6 Madrigale. Carlo Gesualdo da Venosa: 6 Madrigale. - (Archiv Produktion des musikhistorischen Studios der Deutschen Grammophon Gesellschaft, IV. Forschungsbereich Hochrenaissance, Serie D: Italienische Gesellschaftskunst) / A5 Scaldava il sol
14045apm_12.mp3;11193089;mp3;audio/mpeg;A6 O dolc' anima mia;Maurenzio, Luca: 6 Madrigale. Carlo Gesualdo da Venosa: 6 Madrigale. - (Archiv Produktion des musikhistorischen Studios der Deutschen Grammophon Gesellschaft, IV. Forschungsbereich Hochrenaissance, Serie D: Italienische Gesellschaftskunst) / A6 O dolc' anima mia
14045apm_13.mp3;11193090;mp3;audio/mpeg;B1 Luci serene e chiare;Maurenzio, Luca: 6 Madrigale. Carlo Gesualdo da Venosa: 6 Madrigale. - (Archiv Produktion des musikhistorischen Studios der Deutschen Grammophon Gesellschaft, IV. Forschungsbereich Hochrenaissance, Serie D: Italienische Gesellschaftskunst) / B1 Luci serene e chiare
14045apm_14.mp3;11193091;mp3;audio/mpeg;B2 Ecco moriro dunque;Maurenzio, Luca: 6 Madrigale. Carlo Gesualdo da Venosa: 6 Madrigale. - (Archiv Produktion des musikhistorischen Studios der Deutschen Grammophon Gesellschaft, IV. Forschungsbereich Hochrenaissance, Serie D: Italienische Gesellschaftskunst) / B2 Ecco moriro dunque
14045apm_15.mp3;11193092;mp3;audio/mpeg;B3 Io taceró;Maurenzio, Luca: 6 Madrigale. Carlo Gesualdo da Venosa: 6 Madrigale. - (Archiv Produktion des musikhistorischen Studios der Deutschen Grammophon Gesellschaft, IV. Forschungsbereich Hochrenaissance, Serie D: Italienische Gesellschaftskunst) / B3 Io taceró
14045apm_16.mp3;11193093;mp3;audio/mpeg;B4 Dolcissima mia vita;Maurenzio, Luca: 6 Madrigale. Carlo Gesualdo da Venosa: 6 Madrigale. - (Archiv Produktion des musikhistorischen Studios der Deutschen Grammophon Gesellschaft, IV. Forschungsbereich Hochrenaissance, Serie D: Italienische Gesellschaftskunst) / B5 Dolcissima mia vita
14045apm_17.mp3;11193094;mp3;audio/mpeg;B5 Itene ó miei sospiri;Maurenzio, Luca: 6 Madrigale. Carlo Gesualdo da Venosa: 6 Madrigale. - (Archiv Produktion des musikhistorischen Studios der Deutschen Grammophon Gesellschaft, IV. Forschungsbereich Hochrenaissance, Serie D: Italienische Gesellschaftskunst) / B6 Itene ó miei sospiri
14045apm_18.mp3;11193095;mp3;audio/mpeg;B6 Moro lasso al mio duolo;Maurenzio, Luca: 6 Madrigale. Carlo Gesualdo da Venosa: 6 Madrigale. - (Archiv Produktion des musikhistorischen Studios der Deutschen Grammophon Gesellschaft, IV. Forschungsbereich Hochrenaissance, Serie D: Italienische Gesellschaftskunst) / B7 Moro lasso al mio duolo
14072apm_09.mp3;11906078;mp3;audio/mpeg;A1: Prélude;Bach, Johann Sebastian: Englische Suiten / A1: Prélude
14072apm_10.mp3;11906079;mp3;audio/mpeg;A2: Allemande;Bach, Johann Sebastian: Englische Suiten / A2: Allemande
14072apm_11.mp3;11906080;mp3;audio/mpeg;A3: Courante I;Bach, Johann Sebastian: Englische Suiten / A3: Courante I
14072apm_12.mp3;11906081;mp3;audio/mpeg;A4:a Courante II;Bach, Johann Sebastian: Englische Suiten / A4:a Courante II
14072apm_13.mp3;11906082;mp3;audio/mpeg;A4:b Double I;Bach, Johann Sebastian: Englische Suiten / A4:b Double I
14072apm_14.mp3;11906083;mp3;audio/mpeg;A4:c Double II;Bach, Johann Sebastian: Englische Suiten / A4:c Double II
14072apm_15.mp3;11906084;mp3;audio/mpeg;A5: Sarabande;Bach, Johann Sebastian: Englische Suiten / A5: Sarabande
14072apm_16.mp3;11906085;mp3;audio/mpeg;A6: Bourée I;Bach, Johann Sebastian: Englische Suiten / A6: Bourée I
14072apm_17.mp3;11906086;mp3;audio/mpeg;A7: Bourée II;Bach, Johann Sebastian: Englische Suiten / A7: Bourée II
14072apm_18.mp3;11906087;mp3;audio/mpeg;A8: Gigue;Bach, Johann Sebastian: Englische Suiten / A8: Gigue
14072apm_19.mp3;11906088;mp3;audio/mpeg;B1: Prélude;Bach, Johann Sebastian: Englische Suiten / B1: Prélude
14072apm_20.mp3;11906089;mp3;audio/mpeg;B2: Allemande;Bach, Johann Sebastian: Englische Suiten / B2: Allemande
14072apm_21.mp3;11906090;mp3;audio/mpeg;B3: Courante;Bach, Johann Sebastian: Englische Suiten / B3: Courante
14072apm_22.mp3;11906091;mp3;audio/mpeg;B4a: Sarabande;Bach, Johann Sebastian: Englische Suiten / B4a: Sarabande
14072apm_23.mp3;11906092;mp3;audio/mpeg;B4b: Les agrements de la meme Sarabande;Bach, Johann Sebastian: Englische Suiten / B4b: Les agrements de la meme Sarabande
14072apm_24.mp3;11906093;mp3;audio/mpeg;B5: Bourée I;Bach, Johann Sebastian: Englische Suiten / B5: Bourée I
14072apm_25.mp3;11906094;mp3;audio/mpeg;B6: Bourée II;Bach, Johann Sebastian: Englische Suiten / B6: Bourée II
14072apm_26.mp3;11906095;mp3;audio/mpeg;B7: Bourée I;Bach, Johann Sebastian: Englische Suiten / B7: Bourée I
14072apm_27.mp3;11906096;mp3;audio/mpeg;B8: Gigue;Bach, Johann Sebastian: Englische Suiten / B8: Gigue
14097apm_11.mp3;11193108;mp3;audio/mpeg;A1 Allegro;Vivaldi, Antonio: Concerto grosso Op. 3 Nr. 11 PV 250, Concerto "Il Gardellino" à Flauto Traverso Op. 10 Nr. 3, PV 155 ; Concerto à 4 A-dur,  PV 235 ; Concerto per Fagotto e-moll, PV 137 ; Sinfonie "Al Santo Sepulcro" h-moll, PV Sinf. 21 / Festival Strings Lucerne, Leader: Rudolf Baum Gartner / A1 Allegro
14097apm_12.mp3;11193109;mp3;audio/mpeg;A2 Allegro;Vivaldi, Antonio: Concerto grosso Op. 3 Nr. 11 PV 250, Concerto "Il Gardellino" à Flauto Traverso Op. 10 Nr. 3, PV 155 ; Concerto à 4 A-dur,  PV 235 ; Concerto per Fagotto e-moll, PV 137 ; Sinfonie "Al Santo Sepulcro" h-moll, PV Sinf. 21 / Festival Strings Lucerne, Leader: Rudolf Baum Gartner / A2 Allegro
14097apm_13.mp3;11193110;mp3;audio/mpeg;A3 Largo;Vivaldi, Antonio: Concerto grosso Op. 3 Nr. 11 PV 250, Concerto "Il Gardellino" à Flauto Traverso Op. 10 Nr. 3, PV 155 ; Concerto à 4 A-dur,  PV 235 ; Concerto per Fagotto e-moll, PV 137 ; Sinfonie "Al Santo Sepulcro" h-moll, PV Sinf. 21 / Festival Strings Lucerne, Leader: Rudolf Baum Gartner / A3 Largo
14097apm_14.mp3;11193111;mp3;audio/mpeg;A4 Allegro;Vivaldi, Antonio: Concerto grosso Op. 3 Nr. 11 PV 250, Concerto "Il Gardellino" à Flauto Traverso Op. 10 Nr. 3, PV 155 ; Concerto à 4 A-dur,  PV 235 ; Concerto per Fagotto e-moll, PV 137 ; Sinfonie "Al Santo Sepulcro" h-moll, PV Sinf. 21 / Festival Strings Lucerne, Leader: Rudolf Baum Gartner / A4 Allegro
14097apm_15.mp3;11193112;mp3;audio/mpeg;A5 Allegro;Vivaldi, Antonio: Concerto grosso Op. 3 Nr. 11 PV 250, Concerto "Il Gardellino" à Flauto Traverso Op. 10 Nr. 3, PV 155 ; Concerto à 4 A-dur,  PV 235 ; Concerto per Fagotto e-moll, PV 137 ; Sinfonie "Al Santo Sepulcro" h-moll, PV Sinf. 21 / Festival Strings Lucerne, Leader: Rudolf Baum Gartner / A5 Allegro
14097apm_16.mp3;11193113;mp3;audio/mpeg;A6 Cantabile;Vivaldi, Antonio: Concerto grosso Op. 3 Nr. 11 PV 250, Concerto "Il Gardellino" à Flauto Traverso Op. 10 Nr. 3, PV 155 ; Concerto à 4 A-dur,  PV 235 ; Concerto per Fagotto e-moll, PV 137 ; Sinfonie "Al Santo Sepulcro" h-moll, PV Sinf. 21 / Festival Strings Lucerne, Leader: Rudolf Baum Gartner / A6 Cantabile
14097apm_17.mp3;11193114;mp3;audio/mpeg;A7 Allegro;Vivaldi, Antonio: Concerto grosso Op. 3 Nr. 11 PV 250, Concerto "Il Gardellino" à Flauto Traverso Op. 10 Nr. 3, PV 155 ; Concerto à 4 A-dur,  PV 235 ; Concerto per Fagotto e-moll, PV 137 ; Sinfonie "Al Santo Sepulcro" h-moll, PV Sinf. 21 / Festival Strings Lucerne, Leader: Rudolf Baum Gartner / A7 Allegro
14097apm_18.mp3;11193115;mp3;audio/mpeg;B1 Allegro molto;Vivaldi, Antonio: Concerto grosso Op. 3 Nr. 11 PV 250, Concerto "Il Gardellino" à Flauto Traverso Op. 10 Nr. 3, PV 155 ; Concerto à 4 A-dur,  PV 235 ; Concerto per Fagotto e-moll, PV 137 ; Sinfonie "Al Santo Sepulcro" h-moll, PV Sinf. 21 / Festival Strings Lucerne, Leader: Rudolf Baum Gartner / B1 Allegro molto
14097apm_19.mp3;11193116;mp3;audio/mpeg;B2 Andante molto;Vivaldi, Antonio: Concerto grosso Op. 3 Nr. 11 PV 250, Concerto "Il Gardellino" à Flauto Traverso Op. 10 Nr. 3, PV 155 ; Concerto à 4 A-dur,  PV 235 ; Concerto per Fagotto e-moll, PV 137 ; Sinfonie "Al Santo Sepulcro" h-moll, PV Sinf. 21 / Festival Strings Lucerne, Leader: Rudolf Baum Gartner / B2 Andante molto
14097apm_20.mp3;11193117;mp3;audio/mpeg;B3 Allegro;Vivaldi, Antonio: Concerto grosso Op. 3 Nr. 11 PV 250, Concerto "Il Gardellino" à Flauto Traverso Op. 10 Nr. 3, PV 155 ; Concerto à 4 A-dur,  PV 235 ; Concerto per Fagotto e-moll, PV 137 ; Sinfonie "Al Santo Sepulcro" h-moll, PV Sinf. 21 / Festival Strings Lucerne, Leader: Rudolf Baum Gartner / B3 Allegro
14097apm_21.mp3;11193118;mp3;audio/mpeg;B4 Allegro;Vivaldi, Antonio: Concerto grosso Op. 3 Nr. 11 PV 250, Concerto "Il Gardellino" à Flauto Traverso Op. 10 Nr. 3, PV 155 ; Concerto à 4 A-dur,  PV 235 ; Concerto per Fagotto e-moll, PV 137 ; Sinfonie "Al Santo Sepulcro" h-moll, PV Sinf. 21 / Festival Strings Lucerne, Leader: Rudolf Baum Gartner / B4 Allegro
14097apm_22.mp3;11193119;mp3;audio/mpeg;B5 Andante;Vivaldi, Antonio: Concerto grosso Op. 3 Nr. 11 PV 250, Concerto "Il Gardellino" à Flauto Traverso Op. 10 Nr. 3, PV 155 ; Concerto à 4 A-dur,  PV 235 ; Concerto per Fagotto e-moll, PV 137 ; Sinfonie "Al Santo Sepulcro" h-moll, PV Sinf. 21 / Festival Strings Lucerne, Leader: Rudolf Baum Gartner / B5 Andante
14097apm_23.mp3;11193120;mp3;audio/mpeg;B6 Allegro;Vivaldi, Antonio: Concerto grosso Op. 3 Nr. 11 PV 250, Concerto "Il Gardellino" à Flauto Traverso Op. 10 Nr. 3, PV 155 ; Concerto à 4 A-dur,  PV 235 ; Concerto per Fagotto e-moll, PV 137 ; Sinfonie "Al Santo Sepulcro" h-moll, PV Sinf. 21 / Festival Strings Lucerne, Leader: Rudolf Baum Gartner / B6 Allegro
14097apm_24.mp3;11193121;mp3;audio/mpeg;B7 Adagio molto;Vivaldi, Antonio: Concerto grosso Op. 3 Nr. 11 PV 250, Concerto "Il Gardellino" à Flauto Traverso Op. 10 Nr. 3, PV 155 ; Concerto à 4 A-dur,  PV 235 ; Concerto per Fagotto e-moll, PV 137 ; Sinfonie "Al Santo Sepulcro" h-moll, PV Sinf. 21 / Festival Strings Lucerne, Leader: Rudolf Baum Gartner / B7 Adagio molto
14097apm_25.mp3;11193122;mp3;audio/mpeg;B8 Allegro;Vivaldi, Antonio: Concerto grosso Op. 3 Nr. 11 PV 250, Concerto "Il Gardellino" à Flauto Traverso Op. 10 Nr. 3, PV 155 ; Concerto à 4 A-dur,  PV 235 ; Concerto per Fagotto e-moll, PV 137 ; Sinfonie "Al Santo Sepulcro" h-moll, PV Sinf. 21 / Festival Strings Lucerne, Leader: Rudolf Baum Gartner / B8 Allegro
14182_10.mp3;11592117;mp3;audio/mpeg;A1: Kyrie;Archiv Produktion des Musikhistorischen Studios der Deutschen Grammophon Gesellschaft - Hochrenaissance (16. Jh.) / A1: Kyrie
14182_11.mp3;11592118;mp3;audio/mpeg;A2: Gloria;Archiv Produktion des Musikhistorischen Studios der Deutschen Grammophon Gesellschaft - Hochrenaissance (16. Jh.) / A2: Gloria
14182_12.mp3;11592119;mp3;audio/mpeg;A3: Credo;Archiv Produktion des Musikhistorischen Studios der Deutschen Grammophon Gesellschaft - Hochrenaissance (16. Jh.) / A3: Credo
14182_13.mp3;11592120;mp3;audio/mpeg;A4: Sanctus;Archiv Produktion des Musikhistorischen Studios der Deutschen Grammophon Gesellschaft - Hochrenaissance (16. Jh.) / A4: Sanctus
14182_14.mp3;11592121;mp3;audio/mpeg;A5: Benedictus;Archiv Produktion des Musikhistorischen Studios der Deutschen Grammophon Gesellschaft - Hochrenaissance (16. Jh.) / A5: Benedictus
14182_15.mp3;11592122;mp3;audio/mpeg;A6: Agnus Dei;Archiv Produktion des Musikhistorischen Studios der Deutschen Grammophon Gesellschaft - Hochrenaissance (16. Jh.) / A6: Agnus Dei
14182_16.mp3;11592123;mp3;audio/mpeg;B1: Laudate Dominum;Archiv Produktion des Musikhistorischen Studios der Deutschen Grammophon Gesellschaft - Hochrenaissance (16. Jh.) / B1: Laudate Dominum
14182_17.mp3;11592124;mp3;audio/mpeg;B2: Terra tremuit;Archiv Produktion des Musikhistorischen Studios der Deutschen Grammophon Gesellschaft - Hochrenaissance (16. Jh.) / B2: Terra tremuit
14182_18.mp3;11592125;mp3;audio/mpeg;B3: Ascendit Deus;Archiv Produktion des Musikhistorischen Studios der Deutschen Grammophon Gesellschaft - Hochrenaissance (16. Jh.) / B3: Ascendit Deus
14182_19.mp3;11592126;mp3;audio/mpeg;B4: Incipit Oratio;Archiv Produktion des Musikhistorischen Studios der Deutschen Grammophon Gesellschaft - Hochrenaissance (16. Jh.) / B4: Incipit Oratio
14182_20.mp3;11592127;mp3;audio/mpeg;B5: Illumina occulos meos;Archiv Produktion des Musikhistorischen Studios der Deutschen Grammophon Gesellschaft - Hochrenaissance (16. Jh.) / B5: Illumina occulos meos
14182_21.mp3;11592128;mp3;audio/mpeg;B6: Ego sum panis vivus;Archiv Produktion des Musikhistorischen Studios der Deutschen Grammophon Gesellschaft - Hochrenaissance (16. Jh.) / B6: Ego sum panis vivus
14182_22.mp3;11592129;mp3;audio/mpeg;B7: Pueri Hebraeorum;Archiv Produktion des Musikhistorischen Studios der Deutschen Grammophon Gesellschaft - Hochrenaissance (16. Jh.) / B7: Pueri Hebraeorum
14182_23.mp3;11592130;mp3;audio/mpeg;B8: Jubilate Deo;Archiv Produktion des Musikhistorischen Studios der Deutschen Grammophon Gesellschaft - Hochrenaissance (16. Jh.) / B8: Jubilate Deo
153004xx_A1_Vorspiel___1._Akt__1._Teil__Nr._1___Nr._6.mp3;13403851;mp3;audio/mpeg;A1: Vorspiel - 1. Akt (1. Teil) Nr. 1 - Nr. 6;153004xx A1 Vorspiel - 1. Akt (1. Teil) Nr. 1 - Nr. 6.mp3
153004xx_A1a_Romanze_des_Radames__Celeste_Aida_.mp3;13403852;mp3;audio/mpeg;A1a: Romanze des Radames (Celeste Aida);153004xx A1a Romanze des Radames (Celeste Aida).mp3
153004xx_B1_1._Akt__Schlu___Nr._7_und_2._Akt__1._Teil__Nr._8_Und_Nr._9.mp3;13403853;mp3;audio/mpeg;B1: 1. Akt (Schluß) Nr. 7 und 2. Akt (1. Teil) Nr. 8 Und Nr. 9;153004xx B1 1. Akt (Schluß) Nr. 7 und 2. Akt (1. Teil) Nr. 8 Und Nr. 9.mp3
153004xx_B1a_Schluss_des_zweiten_Aktes.mp3;13403854;mp3;audio/mpeg;B1a: Schluss des zweiten Aktes;153004xx B1a Schluss des zweiten Aktes.mp3
153004xx_C1_2._Akt__Schlu___Nr._10.mp3;13403855;mp3;audio/mpeg;C1: 2. Akt (Schluß) Nr. 10;153004xx C1 2. Akt (Schluß) Nr. 10.mp3
153004xx_D1_3._Akt__1._Teil__Nr._11___Nr._13__1._Teil_.mp3;13403856;mp3;audio/mpeg;D1: 3. Akt (1. Teil) Nr. 11 - Nr. 13 (1. Teil);153004xx D1 3. Akt (1. Teil) Nr. 11 - Nr. 13 (1. Teil).mp3
153004xx_E1_3._Akt__Schlu___Nr._13_Schlu__und_4._Akt__1._Teil__Nr._14.mp3;13403857;mp3;audio/mpeg;E1: 3. Akt (Schluß) Nr. 13 Schluß und 4. Akt (1. Teil) Nr. 14;153004xx E1 3. Akt (Schluß) Nr. 13 Schluß und 4. Akt (1. Teil) Nr. 14.mp3
153004xx_F1_4._Akt__Schlu___Nr._15_Und_Nr._16.mp3;13403858;mp3;audio/mpeg;F1: 4. Akt (Schluß) Nr. 15 Und Nr. 16;153004xx F1 4. Akt (Schluß) Nr. 15 Und Nr. 16.mp3
16004_A1_Allegro_vivace_assai.mp3;13400364;mp3;audio/mpeg;A1: Allegro vivace assai;16004 A1 Allegro vivace assai.mp3
16004_A2_Menuetto__Moderato_.mp3;13400365;mp3;audio/mpeg;A2: Menuetto (Moderato);16004 A2 Menuetto (Moderato).mp3
16004_B1_Adagio.mp3;13400366;mp3;audio/mpeg;B1: Adagio;16004 B1 Adagio.mp3
16004_B2_Allegro_assai.mp3;13400367;mp3;audio/mpeg;B2: Allegro assai;16004 B2 Allegro assai.mp3
198014_A1_Psalm_I___Domine__ne_in_furore_tuo...miserere.mp3;14083828;mp3;audio/mpeg;A1: Psalm I - Domine, ne in furore tuo...miserere;198014 A1 Psalm I - Domine, ne in furore tuo...miserere.mp3
198014_A2_Psalm_II___Beati_quorum_remissae_sunt.mp3;14083829;mp3;audio/mpeg;A2: Psalm II - Beati quorum remissae sunt;198014 A2 Psalm II - Beati quorum remissae sunt.mp3
198014_B1_Psalm_III___Domine__ne_in_furore_tuo...quoniam.mp3;14083830;mp3;audio/mpeg;B1: Psalm III - Domine, ne in furore tuo...quoniam;198014 B1 Psalm III - Domine, ne in furore tuo...quoniam.mp3
198014_B2_Psalm_IV___Miserere_mei_deus.mp3;14083831;mp3;audio/mpeg;B2-C1:: Psalm IV - Miserere mei deus;198014 B2 Psalm IV - Miserere mei deus.mp3
198014_C2_Psalm_V___Domine_exaudi...non_avertas.mp3;14083832;mp3;audio/mpeg;C2-D1:: Psalm V - Domine exaudi...non avertas;198014 C2 Psalm V - Domine exaudi...non avertas.mp3
198014_D2_Psalm_VI___De_profundis.mp3;14083833;mp3;audio/mpeg;D2: Psalm VI - De profundis;198014 D2 Psalm VI - De profundis.mp3
198014_D3_Psalm_VII___Domine_exaudi...auribus_percipe.mp3;14083834;mp3;audio/mpeg;D3: Psalm VII - Domine exaudi...auribus percipe;198014 D3 Psalm VII - Domine exaudi...auribus percipe.mp3
198156_A1__Allegro_.mp3;14900047;mp3;audio/mpeg;A1: (Allegro);198156 A1 (Allegro).mp3
198156_A2_Adagio.mp3;14900048;mp3;audio/mpeg;A2: Adagio;198156 A2 Adagio.mp3
198156_A3_Allegro.mp3;14900049;mp3;audio/mpeg;A3: Allegro;198156 A3 Allegro.mp3
198156_A4_Vivace.mp3;14900050;mp3;audio/mpeg;A4: Vivace;198156 A4 Vivace.mp3
198156_A5_Lento.mp3;14900051;mp3;audio/mpeg;A5: Lento;198156 A5 Lento.mp3
198156_A6_Allegro.mp3;14900052;mp3;audio/mpeg;A6: Allegro;198156 A6 Allegro.mp3
198156_B1_Praeludium.mp3;14900053;mp3;audio/mpeg;B1: Praeludium;198156 B1 Praeludium.mp3
198156_B2_Fuge.mp3;14900054;mp3;audio/mpeg;B2: Fuge;198156 B2 Fuge.mp3
198156_B3_Praeludium.mp3;14900055;mp3;audio/mpeg;B3: Praeludium;198156 B3 Praeludium.mp3
198156_B4_Fuge.mp3;14900056;mp3;audio/mpeg;B4: Fuge;198156 B4 Fuge.mp3
198156_B5_Toccata.mp3;14900057;mp3;audio/mpeg;B5: Toccata;198156 B5 Toccata.mp3
198156_B6_Fuge.mp3;14900058;mp3;audio/mpeg;B6: Fuge;198156 B6 Fuge.mp3
198181_A1_Auf__auf__die_rechte_Zeit_ist_hier__BWV_440_.mp3;14074383;mp3;audio/mpeg;A1: Auf, auf, die rechte Zeit ist hier (BWV 440);198181 A1 Auf, auf, die rechte Zeit ist hier (BWV 440).mp3
198181_A2_Ihr_Gestirn__ihr_holen_L_fte__BWV_476_.mp3;14074384;mp3;audio/mpeg;A2: Ihr Gestirn, ihr holen Lüfte (BWV 476);198181 A2 Ihr Gestirn, ihr holen Lüfte (BWV 476).mp3
198181_A3_O_Jesulein_s____BWV_493_.mp3;14074385;mp3;audio/mpeg;A3: O Jesulein süß (BWV 493);198181 A3 O Jesulein süß (BWV 493).mp3
198181_A4_Mein_Jesu__was_vor_Seelen_Weh__BWV_487_.mp3;14074386;mp3;audio/mpeg;A4: Mein Jesu, was vor Seelen Weh (BWV 487);198181 A4 Mein Jesu, was vor Seelen Weh (BWV 487).mp3
198181_A5_Die_bittre_Leidenszeit__BWV_450_.mp3;14074387;mp3;audio/mpeg;A5: Die bittre Leidenszeit (BWV 450);198181 A5 Die bittre Leidenszeit (BWV 450).mp3
